song,artist,start_date,end_date,rank,ranking_list
When Doves Cry,Prince,1984-07-14,1984-07-20,1,Billboard Hot 100
Dancing In The Dark,Bruce Springsteen,1984-07-14,1984-07-20,2,Billboard Hot 100
Jump (for My Love),The Pointer Sisters,1984-07-14,1984-07-20,3,Billboard Hot 100
Eyes Without A Face,Billy Idol,1984-07-14,1984-07-20,4,Billboard Hot 100
The Reflex,Duran Duran,1984-07-14,1984-07-20,5,Billboard Hot 100
Self Control,Laura Branigan,1984-07-14,1984-07-20,6,Billboard Hot 100
Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,1984-07-14,1984-07-20,7,Billboard Hot 100
Ghostbusters,Ray Parker Jr.,1984-07-14,1984-07-20,8,Billboard Hot 100
The Heart Of Rock & Roll,Huey Lewis & The News,1984-07-14,1984-07-20,9,Billboard Hot 100
Legs,ZZ Top,1984-07-14,1984-07-20,10,Billboard Hot 100
Infatuation,Rod Stewart,1984-07-14,1984-07-20,11,Billboard Hot 100
Magic,The Cars,1984-07-14,1984-07-20,12,Billboard Hot 100
Doctor! Doctor!,Thompson Twins,1984-07-14,1984-07-20,13,Billboard Hot 100
Time After Time,Cyndi Lauper,1984-07-14,1984-07-20,14,Billboard Hot 100
State of Shock,The Jacksons,1984-07-14,1984-07-20,15,Billboard Hot 100
Sad Songs (say So Much),Elton John,1984-07-14,1984-07-20,16,Billboard Hot 100
Breakin'...there's No Stopping Us,Ollie And Jerry,1984-07-14,1984-07-20,17,Billboard Hot 100
Dance Hall Days,Wang Chung,1984-07-14,1984-07-20,18,Billboard Hot 100
Borderline,Madonna,1984-07-14,1984-07-20,19,Billboard Hot 100
I Can Dream About You,Dan Hartman,1984-07-14,1984-07-20,20,Billboard Hot 100
Stuck On You,Lionel Richie,1984-07-14,1984-07-20,21,Billboard Hot 100
Let's Hear It For The Boy,Deniece Williams,1984-07-14,1984-07-20,22,Billboard Hot 100
What's Love Got To Do With It,Tina Turner,1984-07-14,1984-07-20,23,Billboard Hot 100
No Way Out,Jefferson Starship,1984-07-14,1984-07-20,24,Billboard Hot 100
If Ever You're In My Arms Again,Peabo Bryson,1984-07-14,1984-07-20,25,Billboard Hot 100
Don't Walk Away,Rick Springfield,1984-07-14,1984-07-20,26,Billboard Hot 100
Panama,Van Halen,1984-07-14,1984-07-20,27,Billboard Hot 100
I'm Free (Heaven Helps The Man),Kenny Loggins,1984-07-14,1984-07-20,28,Billboard Hot 100
Sunglasses At Night,Corey Hart,1984-07-14,1984-07-20,29,Billboard Hot 100
Romancing The Stone,Eddy Grant,1984-07-14,1984-07-20,30,Billboard Hot 100
She's Mine,Steve Perry,1984-07-14,1984-07-20,31,Billboard Hot 100
Stay The Night,Chicago,1984-07-14,1984-07-20,32,Billboard Hot 100
Round and Round,Ratt,1984-07-14,1984-07-20,33,Billboard Hot 100
Modern Day Delilah,Van Stephenson,1984-07-14,1984-07-20,34,Billboard Hot 100
Alibis,Sergio Mendes,1984-07-14,1984-07-20,35,Billboard Hot 100
The First Day Of Summer,Tony Carey,1984-07-14,1984-07-20,36,Billboard Hot 100
Sexy Girl,Glenn Frey,1984-07-14,1984-07-20,37,Billboard Hot 100
Boys Do Fall In Love,Robin Gibb,1984-07-14,1984-07-20,38,Billboard Hot 100
Rock Me Tonite,Billy Squier,1984-07-14,1984-07-20,39,Billboard Hot 100
Turn To You,Go-Go's,1984-07-14,1984-07-20,40,Billboard Hot 100
"Oh, Sherrie",Steve Perry,1984-07-14,1984-07-20,41,Billboard Hot 100
10-9-8,Face To Face,1984-07-14,1984-07-20,42,Billboard Hot 100
Sister Christian,Night Ranger,1984-07-14,1984-07-20,43,Billboard Hot 100
A Little Love,Juice Newton,1984-07-14,1984-07-20,44,Billboard Hot 100
Missing You,John Waite,1984-07-14,1984-07-20,45,Billboard Hot 100
The Glamorous Life,Sheila E.,1984-07-14,1984-07-20,46,Billboard Hot 100
It's A Miracle,Culture Club,1984-07-14,1984-07-20,47,Billboard Hot 100
She Don't Know Me,Bon Jovi,1984-07-14,1984-07-20,48,Billboard Hot 100
The Warrior,Scandal Featuring Patty Smyth,1984-07-14,1984-07-20,49,Billboard Hot 100
Hold Me,Teddy Pendergrass And Whitney Houston,1984-07-14,1984-07-20,50,Billboard Hot 100
It Can Happen,Yes,1984-07-14,1984-07-20,51,Billboard Hot 100
Who's That Girl,Eurythmics,1984-07-14,1984-07-20,52,Billboard Hot 100
Taking It All Too Hard,Genesis,1984-07-14,1984-07-20,53,Billboard Hot 100
Leave A Tender Moment Alone,Billy Joel,1984-07-14,1984-07-20,54,Billboard Hot 100
Farewell My Summer Love,Michael Jackson,1984-07-14,1984-07-20,55,Billboard Hot 100
Lights Out,Peter Wolf,1984-07-14,1984-07-20,56,Billboard Hot 100
Obscene Phone Caller,Rockwell,1984-07-14,1984-07-20,57,Billboard Hot 100
Prime Time,The Alan Parsons Project,1984-07-14,1984-07-20,58,Billboard Hot 100
You Can't Get What You Want,Joe Jackson,1984-07-14,1984-07-20,59,Billboard Hot 100
All Of You,Julio Iglesias & Diana Ross,1984-07-14,1984-07-20,60,Billboard Hot 100
Against All Odds (Take A Look At Me Now),Phil Collins,1984-07-14,1984-07-20,61,Billboard Hot 100
Love Of The Common People,Paul Young,1984-07-14,1984-07-20,62,Billboard Hot 100
The Moment Of Truth,Survivor,1984-07-14,1984-07-20,63,Billboard Hot 100
"My, Oh My",Slade,1984-07-14,1984-07-20,64,Billboard Hot 100
Black Stations/White Stations,M + M,1984-07-14,1984-07-20,65,Billboard Hot 100
Jam On It,Newcleus,1984-07-14,1984-07-20,66,Billboard Hot 100
High On Emotion,Chris de Burgh,1984-07-14,1984-07-20,67,Billboard Hot 100
Bringin' On The Heartbreak,Def Leppard,1984-07-14,1984-07-20,68,Billboard Hot 100
Hello,Lionel Richie,1984-07-14,1984-07-20,69,Billboard Hot 100
Strangers In A Strange World,Jenny Burton & Patrick Jude,1984-07-14,1984-07-20,70,Billboard Hot 100
"Young Thing, Wild Dreams (Rock Me)",Red Rider,1984-07-14,1984-07-20,71,Billboard Hot 100
When You Close Your Eyes,Night Ranger,1984-07-14,1984-07-20,72,Billboard Hot 100
Still Loving You,Scorpions,1984-07-14,1984-07-20,73,Billboard Hot 100
Now It's My Turn,Berlin,1984-07-14,1984-07-20,74,Billboard Hot 100
17,Rick James,1984-07-14,1984-07-20,75,Billboard Hot 100
Two Sides Of Love,Sammy Hagar,1984-07-14,1984-07-20,76,Billboard Hot 100
99 1/2,Carol Lynn Townes,1984-07-14,1984-07-20,77,Billboard Hot 100
"Mama, Weer All Crazee Now",Quiet Riot,1984-07-14,1984-07-20,78,Billboard Hot 100
Feels So Real (Won't Let Go),Patrice Rushen,1984-07-14,1984-07-20,79,Billboard Hot 100
"Run, Runaway",Slade,1984-07-14,1984-07-20,80,Billboard Hot 100
Simple,Johnny Mathis,1984-07-14,1984-07-20,81,Billboard Hot 100
So You Ran,Orion The Hunter,1984-07-14,1984-07-20,82,Billboard Hot 100
Thin Line Between Love And Hate,Pretenders,1984-07-14,1984-07-20,83,Billboard Hot 100
I Didn't Mean To Turn You On,Cherelle,1984-07-14,1984-07-20,84,Billboard Hot 100
South Central Rain (I'm Sorry),R.E.M.,1984-07-14,1984-07-20,85,Billboard Hot 100
Somebody Else's Guy,Jocelyn Brown,1984-07-14,1984-07-20,86,Billboard Hot 100
You're The Best Thing,The Style Council,1984-07-14,1984-07-20,87,Billboard Hot 100
Breakdance,Irene Cara,1984-07-14,1984-07-20,88,Billboard Hot 100
Happy Ending,Joe Jackson,1984-07-14,1984-07-20,89,Billboard Hot 100
Don't Do Me,Randy Bell,1984-07-14,1984-07-20,90,Billboard Hot 100
To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,1984-07-14,1984-07-20,91,Billboard Hot 100
The Longest Time,Billy Joel,1984-07-14,1984-07-20,92,Billboard Hot 100
What Is Love,Howard Jones,1984-07-14,1984-07-20,93,Billboard Hot 100
Dancing In The Sheets,Shalamar,1984-07-14,1984-07-20,94,Billboard Hot 100
I'll Wait,Van Halen,1984-07-14,1984-07-20,95,Billboard Hot 100
A Chance For Heaven,Christopher Cross,1984-07-14,1984-07-20,96,Billboard Hot 100
I Lost On Jeopardy,"""Weird Al"" Yankovic",1984-07-14,1984-07-20,97,Billboard Hot 100
Such A Shame,Talk Talk,1984-07-14,1984-07-20,98,Billboard Hot 100
When We Make Love,Alabama,1984-07-14,1984-07-20,99,Billboard Hot 100
Freakshow On The Dance Floor,Bar-Kays,1984-07-14,1984-07-20,100,Billboard Hot 100
