song,artist,start_date,end_date,rank,ranking_list
House Of The Rising Sun,The Animals,1964-09-19,1964-09-25,1,Billboard Hot 100
Bread And Butter,The Newbeats,1964-09-19,1964-09-25,2,Billboard Hot 100
Where Did Our Love Go,The Supremes,1964-09-19,1964-09-25,3,Billboard Hot 100
"Oh, Pretty Woman",Roy Orbison And The Candy Men,1964-09-19,1964-09-25,4,Billboard Hot 100
G.T.O.,Ronny And The Daytonas,1964-09-19,1964-09-25,5,Billboard Hot 100
Everybody Loves Somebody,Dean Martin,1964-09-19,1964-09-25,6,Billboard Hot 100
Remember (Walkin' in the Sand),The Shangri-Las,1964-09-19,1964-09-25,7,Billboard Hot 100
Because,The Dave Clark Five,1964-09-19,1964-09-25,8,Billboard Hot 100
Do Wah Diddy Diddy,Manfred Mann,1964-09-19,1964-09-25,9,Billboard Hot 100
Dancing In The Street,Martha & The Vandellas,1964-09-19,1964-09-25,10,Billboard Hot 100
Selfish One,Jackie Ross,1964-09-19,1964-09-25,11,Billboard Hot 100
A Hard Day's Night,The Beatles,1964-09-19,1964-09-25,12,Billboard Hot 100
Maybelline,Johnny Rivers,1964-09-19,1964-09-25,13,Billboard Hot 100
Haunted House,Jumpin' Gene Simmons,1964-09-19,1964-09-25,14,Billboard Hot 100
Baby I Need Your Loving,Four Tops,1964-09-19,1964-09-25,15,Billboard Hot 100
It Hurts To Be In Love,Gene Pitney,1964-09-19,1964-09-25,16,Billboard Hot 100
Clinging Vine,Bobby Vinton,1964-09-19,1964-09-25,17,Billboard Hot 100
Save It For Me,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1964-09-19,1964-09-25,18,Billboard Hot 100
In The Misty Moonlight,Jerry Wallace,1964-09-19,1964-09-25,19,Billboard Hot 100
We'll Sing In The Sunshine,Gale Garnett,1964-09-19,1964-09-25,20,Billboard Hot 100
Funny (How Time Slips Away),Joe Hinton,1964-09-19,1964-09-25,21,Billboard Hot 100
Maybe I Know,Lesley Gore,1964-09-19,1964-09-25,22,Billboard Hot 100
C'mon And Swim,Bobby Freeman,1964-09-19,1964-09-25,23,Billboard Hot 100
Under The Boardwalk,The Drifters,1964-09-19,1964-09-25,24,Billboard Hot 100
I'm On The Outside (Looking In),Little Anthony And The Imperials,1964-09-19,1964-09-25,25,Billboard Hot 100
It's All Over Now,The Rolling Stones,1964-09-19,1964-09-25,26,Billboard Hot 100
You Never Can Tell,Chuck Berry,1964-09-19,1964-09-25,27,Billboard Hot 100
And I Love Her,The Beatles,1964-09-19,1964-09-25,28,Billboard Hot 100
