song,artist,start_date,end_date,rank,ranking_list
One Bad Apple,The Osmonds,1971-03-13,1971-03-19,1,Billboard Hot 100
Me And Bobby McGee,Janis Joplin,1971-03-13,1971-03-19,2,Billboard Hot 100
For All We Know,Carpenters,1971-03-13,1971-03-19,3,Billboard Hot 100
Just My Imagination (Running Away With Me),The Temptations,1971-03-13,1971-03-19,4,Billboard Hot 100
She's A Lady,Tom Jones,1971-03-13,1971-03-19,5,Billboard Hot 100
Mama's Pearl,Jackson 5,1971-03-13,1971-03-19,6,Billboard Hot 100
Proud Mary,Ike & Tina Turner,1971-03-13,1971-03-19,7,Billboard Hot 100
Have You Ever Seen The Rain/Hey Tonight,Creedence Clearwater Revival,1971-03-13,1971-03-19,8,Billboard Hot 100
Doesn't Somebody Want To Be Wanted,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1971-03-13,1971-03-19,9,Billboard Hot 100
If You Could Read My Mind,Gordon Lightfoot,1971-03-13,1971-03-19,10,Billboard Hot 100
Amos Moses,Jerry Reed,1971-03-13,1971-03-19,11,Billboard Hot 100
Mr. Bojangles,Nitty Gritty Dirt Band,1971-03-13,1971-03-19,12,Billboard Hot 100
(Theme From) Love Story,Henry Mancini And His Orchestra,1971-03-13,1971-03-19,13,Billboard Hot 100
Sweet Mary,Wadsworth Mansion,1971-03-13,1971-03-19,14,Billboard Hot 100
Help Me Make It Through The Night,Sammi Smith,1971-03-13,1971-03-19,15,Billboard Hot 100
Cried Like A Baby,Bobby Sherman,1971-03-13,1971-03-19,16,Billboard Hot 100
Don't Let The Green Grass Fool You,Wilson Pickett,1971-03-13,1971-03-19,17,Billboard Hot 100
What's Going On,Marvin Gaye,1971-03-13,1971-03-19,18,Billboard Hot 100
What Is Life,George Harrison,1971-03-13,1971-03-19,19,Billboard Hot 100
Temptation Eyes,The Grass Roots,1971-03-13,1971-03-19,20,Billboard Hot 100
Knock Three Times,Dawn,1971-03-13,1971-03-19,21,Billboard Hot 100
Rose Garden,Lynn Anderson,1971-03-13,1971-03-19,22,Billboard Hot 100
(Where Do I Begin) Love Story,Andy Williams,1971-03-13,1971-03-19,23,Billboard Hot 100
Free,Chicago,1971-03-13,1971-03-19,24,Billboard Hot 100
Oye Como Va,Santana,1971-03-13,1971-03-19,25,Billboard Hot 100
I Hear You Knocking,Dave Edmunds,1971-03-13,1971-03-19,26,Billboard Hot 100
Watching Scotty Grow,Bobby Goldsboro,1971-03-13,1971-03-19,27,Billboard Hot 100
Blue Money,Van Morrison,1971-03-13,1971-03-19,28,Billboard Hot 100
Amazing Grace,Judy Collins,1971-03-13,1971-03-19,29,Billboard Hot 100
You're All I Need To Get By,Aretha Franklin,1971-03-13,1971-03-19,30,Billboard Hot 100
Theme From Love Story,Francis Lai And His Orchestra,1971-03-13,1971-03-19,31,Billboard Hot 100
No Love At All,B.J. Thomas,1971-03-13,1971-03-19,32,Billboard Hot 100
Wild World,Cat Stevens,1971-03-13,1971-03-19,33,Billboard Hot 100
Jody's Got Your Girl And Gone,Johnnie Taylor,1971-03-13,1971-03-19,34,Billboard Hot 100
Burning Bridges,The Mike Curb Congregation,1971-03-13,1971-03-19,35,Billboard Hot 100
Another Day/Oh Woman Oh Why,Paul McCartney,1971-03-13,1971-03-19,36,Billboard Hot 100
(Do The) Push And Pull Part I,Rufus Thomas,1971-03-13,1971-03-19,37,Billboard Hot 100
"Love's Lines, Angles And Rhymes",The 5th Dimension,1971-03-13,1971-03-19,38,Billboard Hot 100
One Toke Over The Line,Brewer And Shipley,1971-03-13,1971-03-19,39,Billboard Hot 100
Soul Power (Pt. 1),James Brown,1971-03-13,1971-03-19,40,Billboard Hot 100
D.O.A.,Bloodrock,1971-03-13,1971-03-19,41,Billboard Hot 100
Country Road,James Taylor,1971-03-13,1971-03-19,42,Billboard Hot 100
Chairman Of The Board,Chairman Of The Board,1971-03-13,1971-03-19,43,Billboard Hot 100
Cherish What Is Dear To You (While It's Near to You),Freda Payne,1971-03-13,1971-03-19,44,Billboard Hot 100
Eighteen,Alice Cooper,1971-03-13,1971-03-19,45,Billboard Hot 100
