song,artist,start_date,end_date,rank,ranking_list
Bette Davis Eyes,Kim Carnes,1981-06-06,1981-06-12,1,Billboard Hot 100
Being With You,Smokey Robinson,1981-06-06,1981-06-12,2,Billboard Hot 100
Medley,Stars On 45,1981-06-06,1981-06-12,3,Billboard Hot 100
Sukiyaki,A Taste Of Honey,1981-06-06,1981-06-12,4,Billboard Hot 100
Take It On The Run,REO Speedwagon,1981-06-06,1981-06-12,5,Billboard Hot 100
Living Inside Myself,Gino Vannelli,1981-06-06,1981-06-12,6,Billboard Hot 100
A Woman Needs Love (Just Like You Do),Ray Parker Jr. & Raydio,1981-06-06,1981-06-12,7,Billboard Hot 100
Just The Two Of Us,"Grover Washington, Jr. (With Bill Withers)",1981-06-06,1981-06-12,8,Billboard Hot 100
America,Neil Diamond,1981-06-06,1981-06-12,9,Billboard Hot 100
Sweetheart,Franke & The Knockouts,1981-06-06,1981-06-12,10,Billboard Hot 100
All Those Years Ago,George Harrison,1981-06-06,1981-06-12,11,Billboard Hot 100
How 'bout Us,Champaign,1981-06-06,1981-06-12,12,Billboard Hot 100
I Love You,Climax Blues Band,1981-06-06,1981-06-12,13,Billboard Hot 100
This Little Girl,Gary U.S. Bonds,1981-06-06,1981-06-12,14,Billboard Hot 100
Too Much Time On My Hands,Styx,1981-06-06,1981-06-12,15,Billboard Hot 100
What Are We Doin' In Love,Dottie West with Kenny Rogers,1981-06-06,1981-06-12,16,Billboard Hot 100
Watching The Wheels,John Lennon,1981-06-06,1981-06-12,17,Billboard Hot 100
Angel Of The Morning,Juice Newton,1981-06-06,1981-06-12,18,Billboard Hot 100
You Make My Dreams,Daryl Hall John Oates,1981-06-06,1981-06-12,19,Billboard Hot 100
The One That You Love,Air Supply,1981-06-06,1981-06-12,20,Billboard Hot 100
The Waiting,Tom Petty And The Heartbreakers,1981-06-06,1981-06-12,21,Billboard Hot 100
Jessie's Girl,Rick Springfield,1981-06-06,1981-06-12,22,Billboard Hot 100
Since I Don't Have You,Don McLean,1981-06-06,1981-06-12,23,Billboard Hot 100
Is It You,Lee Ritenour,1981-06-06,1981-06-12,24,Billboard Hot 100
Morning Train (Nine To Five),Sheena Easton,1981-06-06,1981-06-12,25,Billboard Hot 100
I Missed Again,Phil Collins,1981-06-06,1981-06-12,26,Billboard Hot 100
Nobody Wins,Elton John,1981-06-06,1981-06-12,27,Billboard Hot 100
Ai No Corrida (I-No-Ko-ree-da),Quincy Jones,1981-06-06,1981-06-12,28,Billboard Hot 100
Winning,Santana,1981-06-06,1981-06-12,29,Billboard Hot 100
Say You'll Be Mine,Christopher Cross,1981-06-06,1981-06-12,30,Billboard Hot 100
Kiss On My List,Daryl Hall John Oates,1981-06-06,1981-06-12,31,Billboard Hot 100
Still Right Here In My Heart,Pure Prairie League,1981-06-06,1981-06-12,32,Billboard Hot 100
Find Your Way Back,Jefferson Starship,1981-06-06,1981-06-12,33,Billboard Hot 100
Fool In Love With You,Jim Photoglo,1981-06-06,1981-06-12,34,Billboard Hot 100
Say What,Jesse Winchester,1981-06-06,1981-06-12,35,Billboard Hot 100
You Better You Bet,The Who,1981-06-06,1981-06-12,36,Billboard Hot 100
Modern Girl,Sheena Easton,1981-06-06,1981-06-12,37,Billboard Hot 100
Time,The Alan Parsons Project,1981-06-06,1981-06-12,38,Billboard Hot 100
I Can Take Care Of Myself,Billy & The Beaters,1981-06-06,1981-06-12,39,Billboard Hot 100
Elvira,The Oak Ridge Boys,1981-06-06,1981-06-12,40,Billboard Hot 100
Give A Little Bit More,Cliff Richard,1981-06-06,1981-06-12,41,Billboard Hot 100
Seven Year Ache,Rosanne Cash,1981-06-06,1981-06-12,42,Billboard Hot 100
Hearts,Marty Balin,1981-06-06,1981-06-12,43,Billboard Hot 100
"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,1981-06-06,1981-06-12,44,Billboard Hot 100
Sweet Baby,Stanley Clarke/George Duke,1981-06-06,1981-06-12,45,Billboard Hot 100
I Can't Stand It,Eric Clapton And His Band,1981-06-06,1981-06-12,46,Billboard Hot 100
Boy From New York City,The Manhattan Transfer,1981-06-06,1981-06-12,47,Billboard Hot 100
Arc Of A Diver,Steve Winwood,1981-06-06,1981-06-12,48,Billboard Hot 100
Ain't Even Done With The Night,John Cougar,1981-06-06,1981-06-12,49,Billboard Hot 100
Stronger Than Before,Carole Bayer Sager,1981-06-06,1981-06-12,50,Billboard Hot 100
Lovin' The Night Away,The Dillman Band,1981-06-06,1981-06-12,51,Billboard Hot 100
"Mercy, Mercy, Mercy",Phoebe Snow,1981-06-06,1981-06-12,52,Billboard Hot 100
Love You Like I Never Loved Before,John O'Banion,1981-06-06,1981-06-12,53,Billboard Hot 100
Almost Saturday Night,Dave Edmunds,1981-06-06,1981-06-12,54,Billboard Hot 100
The Stroke,Billy Squier,1981-06-06,1981-06-12,55,Billboard Hot 100
A Life Of Illusion,Joe Walsh,1981-06-06,1981-06-12,56,Billboard Hot 100
Jones Vs. Jones,Kool & The Gang,1981-06-06,1981-06-12,57,Billboard Hot 100
You're So Easy To Love,Tommy James,1981-06-06,1981-06-12,58,Billboard Hot 100
Two Hearts,Stephanie Mills Featuring Teddy Pendergrass,1981-06-06,1981-06-12,59,Billboard Hot 100
Double Dutch Bus,Frankie Smith,1981-06-06,1981-06-12,60,Billboard Hot 100
What Cha' Gonna Do For Me,Chaka Khan,1981-06-06,1981-06-12,61,Billboard Hot 100
Promises,Barbra Streisand,1981-06-06,1981-06-12,62,Billboard Hot 100
Shaddap You Face,Joe Dolce,1981-06-06,1981-06-12,63,Billboard Hot 100
Queen Of Hearts,Juice Newton,1981-06-06,1981-06-12,64,Billboard Hot 100
Hold On Loosely,38 Special,1981-06-06,1981-06-12,65,Billboard Hot 100
Gemini Dream,The Moody Blues,1981-06-06,1981-06-12,66,Billboard Hot 100
Brooklyn Girls,Robbie Dupree,1981-06-06,1981-06-12,67,Billboard Hot 100
The Breakup Song (They Don't Write 'Em),Greg Kihn Band,1981-06-06,1981-06-12,68,Billboard Hot 100
Yearning For Your Love,The Gap Band,1981-06-06,1981-06-12,69,Billboard Hot 100
Rock And Roll Dreams Come Through,Jim Steinman,1981-06-06,1981-06-12,70,Billboard Hot 100
Just So Lonely,Get Wet,1981-06-06,1981-06-12,71,Billboard Hot 100
Blessed Are The Believers,Anne Murray,1981-06-06,1981-06-12,72,Billboard Hot 100
Slow Hand,The Pointer Sisters,1981-06-06,1981-06-12,73,Billboard Hot 100
Rain In May,Max Werner,1981-06-06,1981-06-12,74,Billboard Hot 100
It's Now Or Never,John Schneider,1981-06-06,1981-06-12,75,Billboard Hot 100
Give It To Me Baby,Rick James,1981-06-06,1981-06-12,76,Billboard Hot 100
Sign Of The Gypsy Queen,April Wine,1981-06-06,1981-06-12,77,Billboard Hot 100
Somebody's Knockin',Terri Gibbs,1981-06-06,1981-06-12,78,Billboard Hot 100
In The Air Tonight,Phil Collins,1981-06-06,1981-06-12,79,Billboard Hot 100
It Didn't Take Long,Spider,1981-06-06,1981-06-12,80,Billboard Hot 100
She Did It,Michael Damian,1981-06-06,1981-06-12,81,Billboard Hot 100
Fantasy Girl,38 Special,1981-06-06,1981-06-12,82,Billboard Hot 100
You Like Me Don't You,Jermaine Jackson,1981-06-06,1981-06-12,83,Billboard Hot 100
Come To Me,Aretha Franklin,1981-06-06,1981-06-12,84,Billboard Hot 100
