song,artist,start_date,end_date,rank,ranking_list
Bad Blood,Neil Sedaka,1975-10-18,1975-10-24,1,Billboard Hot 100
I'm Sorry,John Denver,1975-10-18,1975-10-24,2,Billboard Hot 100
Miracles,Jefferson Starship,1975-10-18,1975-10-24,3,Billboard Hot 100
Lyin' Eyes,Eagles,1975-10-18,1975-10-24,4,Billboard Hot 100
Ballroom Blitz,Sweet,1975-10-18,1975-10-24,5,Billboard Hot 100
Dance With Me,Orleans,1975-10-18,1975-10-24,6,Billboard Hot 100
Feelings,Morris Albert,1975-10-18,1975-10-24,7,Billboard Hot 100
Ain't No Way To Treat A Lady,Helen Reddy,1975-10-18,1975-10-24,8,Billboard Hot 100
They Just Can't Stop It the (Games People Play),The Spinners,1975-10-18,1975-10-24,9,Billboard Hot 100
Who Loves You,The 4 Seasons,1975-10-18,1975-10-24,10,Billboard Hot 100
It Only Takes A Minute,Tavares,1975-10-18,1975-10-24,11,Billboard Hot 100
Fame,David Bowie,1975-10-18,1975-10-24,12,Billboard Hot 100
Brazil,The Ritchie Family,1975-10-18,1975-10-24,13,Billboard Hot 100
Heat Wave/love Is A Rose,Linda Ronstadt,1975-10-18,1975-10-24,14,Billboard Hot 100
Rocky,Austin Roberts,1975-10-18,1975-10-24,15,Billboard Hot 100
Mr. Jaws,Dickie Goodman,1975-10-18,1975-10-24,16,Billboard Hot 100
Something Better To Do,Olivia Newton-John,1975-10-18,1975-10-24,17,Billboard Hot 100
Do It Any Way You Wanna,People's Choice,1975-10-18,1975-10-24,18,Billboard Hot 100
Lady Blue,Leon Russell,1975-10-18,1975-10-24,19,Billboard Hot 100
This Will Be,Natalie Cole,1975-10-18,1975-10-24,20,Billboard Hot 100
The Way I Want To Touch You,Captain & Tennille,1975-10-18,1975-10-24,21,Billboard Hot 100
Carolina In The Pines,Michael Murphey,1975-10-18,1975-10-24,22,Billboard Hot 100
Low Rider,War,1975-10-18,1975-10-24,23,Billboard Hot 100
S.O.S.,ABBA,1975-10-18,1975-10-24,24,Billboard Hot 100
You,George Harrison,1975-10-18,1975-10-24,25,Billboard Hot 100
What A Diff'rence A Day Makes,Esther Phillips,1975-10-18,1975-10-24,26,Billboard Hot 100
Rhinestone Cowboy,Glen Campbell,1975-10-18,1975-10-24,27,Billboard Hot 100
Born To Run,Bruce Springsteen,1975-10-18,1975-10-24,28,Billboard Hot 100
I Only Have Eyes For You,Art Garfunkel,1975-10-18,1975-10-24,29,Billboard Hot 100
Rockin' All Over The World,John Fogerty,1975-10-18,1975-10-24,30,Billboard Hot 100
Sky High,Jigsaw,1975-10-18,1975-10-24,31,Billboard Hot 100
Run Joey Run,David Geddes,1975-10-18,1975-10-24,32,Billboard Hot 100
Blue Eyes Crying In The Rain,Willie Nelson,1975-10-18,1975-10-24,33,Billboard Hot 100
Sweet Sticky Thing,Ohio Players,1975-10-18,1975-10-24,34,Billboard Hot 100
There Goes Another Love Song,The Outlaws,1975-10-18,1975-10-24,35,Billboard Hot 100
Island Girl,Elton John,1975-10-18,1975-10-24,36,Billboard Hot 100
Wasted Days And Wasted Nights,Freddy Fender,1975-10-18,1975-10-24,37,Billboard Hot 100
Nights On Broadway,Bee Gees,1975-10-18,1975-10-24,38,Billboard Hot 100
Just Too Many People,Melissa Manchester,1975-10-18,1975-10-24,39,Billboard Hot 100
The Agony And The Ecstasy,Smokey Robinson,1975-10-18,1975-10-24,40,Billboard Hot 100
Eighteen With A Bullet,Pete Wingfield,1975-10-18,1975-10-24,41,Billboard Hot 100
Letting Go,Wings,1975-10-18,1975-10-24,42,Billboard Hot 100
At Seventeen,Janis Ian,1975-10-18,1975-10-24,43,Billboard Hot 100
Give It What You Got/Peace Pipe,B.T. Express,1975-10-18,1975-10-24,44,Billboard Hot 100
Dreaming A Dream,Crown Heights Affair,1975-10-18,1975-10-24,45,Billboard Hot 100
Operator,The Manhattan Transfer,1975-10-18,1975-10-24,46,Billboard Hot 100
Could It Be Magic,Barry Manilow,1975-10-18,1975-10-24,47,Billboard Hot 100
"Fly, Robin, Fly",Silver Convention,1975-10-18,1975-10-24,48,Billboard Hot 100
How Long (Betcha' Got A Chick On The Side),The Pointer Sisters,1975-10-18,1975-10-24,49,Billboard Hot 100
That's The Way Of The World,"Earth, Wind & Fire",1975-10-18,1975-10-24,50,Billboard Hot 100
Diamonds And Rust,Joan Baez,1975-10-18,1975-10-24,51,Billboard Hot 100
Every Day I Have To Cry Some,Arthur Alexander,1975-10-18,1975-10-24,52,Billboard Hot 100
Mr. D.J. (5 For The D.J.),Aretha Franklin,1975-10-18,1975-10-24,53,Billboard Hot 100
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates,1975-10-18,1975-10-24,54,Billboard Hot 100
I Want'a Do Something Freaky To You,Leon Haywood,1975-10-18,1975-10-24,55,Billboard Hot 100
I Get High On You,Sly Stone,1975-10-18,1975-10-24,56,Billboard Hot 100
What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov,Jessi Colter,1975-10-18,1975-10-24,57,Billboard Hot 100
Fight The Power Part 1,The Isley Brothers,1975-10-18,1975-10-24,58,Billboard Hot 100
Katmandu,Bob Seger,1975-10-18,1975-10-24,59,Billboard Hot 100
Gone At Last,Paul Simon/Phoebe Snow,1975-10-18,1975-10-24,60,Billboard Hot 100
Hollywood Hot,The Eleventh Hour,1975-10-18,1975-10-24,61,Billboard Hot 100
