song,artist,start_date,end_date,rank,ranking_list
I Will Always Love You,Whitney Houston,1993-01-02,1993-01-08,1,Billboard Hot 100
Rump Shaker,Wreckx-N-Effect,1993-01-02,1993-01-08,2,Billboard Hot 100
If I Ever Fall In Love,Shai,1993-01-02,1993-01-08,3,Billboard Hot 100
"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,1993-01-02,1993-01-08,4,Billboard Hot 100
Rhythm Is A Dancer,Snap!,1993-01-02,1993-01-08,5,Billboard Hot 100
"I'd Die Without You (From ""Boomerang"")",P.M. Dawn,1993-01-02,1993-01-08,6,Billboard Hot 100
"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,1993-01-02,1993-01-08,7,Billboard Hot 100
Good Enough,Bobby Brown,1993-01-02,1993-01-08,8,Billboard Hot 100
What About Your Friends,TLC,1993-01-02,1993-01-08,9,Billboard Hot 100
Real Love,Mary J. Blige,1993-01-02,1993-01-08,10,Billboard Hot 100
Deeper And Deeper,Madonna,1993-01-02,1993-01-08,11,Billboard Hot 100
To Love Somebody,Michael Bolton,1993-01-02,1993-01-08,12,Billboard Hot 100
How Do You Talk To An Angel,The Heights,1993-01-02,1993-01-08,13,Billboard Hot 100
Love Is On The Way,Saigon Kick,1993-01-02,1993-01-08,14,Billboard Hot 100
When She Cries,Restless Heart,1993-01-02,1993-01-08,15,Billboard Hot 100
Flex,Mad Cobra,1993-01-02,1993-01-08,16,Billboard Hot 100
Layla,Eric Clapton,1993-01-02,1993-01-08,17,Billboard Hot 100
Little Miss Can't Be Wrong,Spin Doctors,1993-01-02,1993-01-08,18,Billboard Hot 100
Do You Believe In Us,Jon Secada,1993-01-02,1993-01-08,19,Billboard Hot 100
Faithful,Go West,1993-01-02,1993-01-08,20,Billboard Hot 100
Back To The Hotel,N2Deep,1993-01-02,1993-01-08,21,Billboard Hot 100
Walking On Broken Glass,Annie Lennox,1993-01-02,1993-01-08,22,Billboard Hot 100
7,Prince And The New Power Generation,1993-01-02,1993-01-08,23,Billboard Hot 100
The Last Song,Elton John,1993-01-02,1993-01-08,24,Billboard Hot 100
A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,1993-01-02,1993-01-08,25,Billboard Hot 100
Here We Go Again!,Portrait,1993-01-02,1993-01-08,26,Billboard Hot 100
Would I Lie To You?,Charles & Eddie,1993-01-02,1993-01-08,27,Billboard Hot 100
Where You Goin' Now,Damn Yankees,1993-01-02,1993-01-08,28,Billboard Hot 100
Never A Time,Genesis,1993-01-02,1993-01-08,29,Billboard Hot 100
Drive,R.E.M.,1993-01-02,1993-01-08,30,Billboard Hot 100
"Give It Up, Turn It Loose",En Vogue,1993-01-02,1993-01-08,31,Billboard Hot 100
"End Of The Road (From ""Boomerang"")",Boyz II Men,1993-01-02,1993-01-08,32,Billboard Hot 100
Jump Around,House Of Pain,1993-01-02,1993-01-08,33,Billboard Hot 100
Walk On The Ocean,Toad The Wet Sprocket,1993-01-02,1993-01-08,34,Billboard Hot 100
I Got A Thang 4 Ya!,Lo-Key?,1993-01-02,1993-01-08,35,Billboard Hot 100
Sometimes Love Just Ain't Enough,Patty Smyth,1993-01-02,1993-01-08,36,Billboard Hot 100
Gangsta,Bell Biv DeVoe,1993-01-02,1993-01-08,37,Billboard Hot 100
Who's Gonna Ride Your Wild Horses,U2,1993-01-02,1993-01-08,38,Billboard Hot 100
Slow And Sexy,Shabba Ranks (Featuring Johnny Gill),1993-01-02,1993-01-08,39,Billboard Hot 100
I Wish The Phone Would Ring,Expose,1993-01-02,1993-01-08,40,Billboard Hot 100
Mr. Wendal,Arrested Development,1993-01-02,1993-01-08,41,Billboard Hot 100
Free Your Mind,En Vogue,1993-01-02,1993-01-08,42,Billboard Hot 100
Keep The Faith,Bon Jovi,1993-01-02,1993-01-08,43,Billboard Hot 100
"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,1993-01-02,1993-01-08,44,Billboard Hot 100
People Everyday,Arrested Development,1993-01-02,1993-01-08,45,Billboard Hot 100
Baby-Baby-Baby,TLC,1993-01-02,1993-01-08,46,Billboard Hot 100
It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,1993-01-02,1993-01-08,47,Billboard Hot 100
I Love You Period,Dan Baird,1993-01-02,1993-01-08,48,Billboard Hot 100
No Ordinary Love,Sade,1993-01-02,1993-01-08,49,Billboard Hot 100
Love Can Move Mountains,Celine Dion,1993-01-02,1993-01-08,50,Billboard Hot 100
Ditty,Paperboy,1993-01-02,1993-01-08,51,Billboard Hot 100
Someone To Hold,Trey Lorenz,1993-01-02,1993-01-08,52,Billboard Hot 100
Quality Time,Hi-Five,1993-01-02,1993-01-08,53,Billboard Hot 100
Heal The World,Michael Jackson,1993-01-02,1993-01-08,54,Billboard Hot 100
Have You Ever Needed Someone So Bad,Def Leppard,1993-01-02,1993-01-08,55,Billboard Hot 100
Everything's Gonna Be Alright,Father M.C.,1993-01-02,1993-01-08,56,Billboard Hot 100
Erotica,Madonna,1993-01-02,1993-01-08,57,Billboard Hot 100
Baby I'm For Real/Natural High,After 7,1993-01-02,1993-01-08,58,Billboard Hot 100
Stand Up (Kick Love Into Motion),Def Leppard,1993-01-02,1993-01-08,59,Billboard Hot 100
Reminisce,Mary J. Blige,1993-01-02,1993-01-08,60,Billboard Hot 100
I Don't Care,Shakespear's Sister,1993-01-02,1993-01-08,61,Billboard Hot 100
Steam,Peter Gabriel,1993-01-02,1993-01-08,62,Billboard Hot 100
Homies,Lighter Shade Of Brown,1993-01-02,1993-01-08,63,Billboard Hot 100
I Got A Man,Positive K,1993-01-02,1993-01-08,64,Billboard Hot 100
Don't Walk Away,Jade,1993-01-02,1993-01-08,65,Billboard Hot 100
These Are Days,"10,000 Maniacs",1993-01-02,1993-01-08,66,Billboard Hot 100
Shamrocks And Shenanigans (Boom Shalock Lock Boom),House Of Pain,1993-01-02,1993-01-08,67,Billboard Hot 100
"Forever Love (From ""Mo' Money"")",Color Me Badd,1993-01-02,1993-01-08,68,Billboard Hot 100
I Will Be Here For You,Michael W. Smith,1993-01-02,1993-01-08,69,Billboard Hot 100
Forever In Love,Kenny G,1993-01-02,1993-01-08,70,Billboard Hot 100
Games,Chuckii Booker,1993-01-02,1993-01-08,71,Billboard Hot 100
I Missed The Bus,Kris Kross,1993-01-02,1993-01-08,72,Billboard Hot 100
Sesame's Treet,Smart E's,1993-01-02,1993-01-08,73,Billboard Hot 100
Sexual,Goddess,1993-01-02,1993-01-08,74,Billboard Hot 100
Symphony Of Destruction,Megadeth,1993-01-02,1993-01-08,75,Billboard Hot 100
Pleasure,The Soup Dragons,1993-01-02,1993-01-08,76,Billboard Hot 100
Yesterdays,Guns N' Roses,1993-01-02,1993-01-08,77,Billboard Hot 100
"It's Alright (From ""South Central"")",Classic Example,1993-01-02,1993-01-08,78,Billboard Hot 100
Wicked,Ice Cube,1993-01-02,1993-01-08,79,Billboard Hot 100
Understand This Groove,Sound Factory,1993-01-02,1993-01-08,80,Billboard Hot 100
No Mistakes,Patty Smyth,1993-01-02,1993-01-08,81,Billboard Hot 100
Chains Around My Heart,Richard Marx,1993-01-02,1993-01-08,82,Billboard Hot 100
Punks Jump Up To Get Beat Down,Brand Nubian,1993-01-02,1993-01-08,83,Billboard Hot 100
"Baby, I Believe In You",George LaMond,1993-01-02,1993-01-08,84,Billboard Hot 100
No One Else On Earth,Wynonna,1993-01-02,1993-01-08,85,Billboard Hot 100
Love's Taken Over,Chante Moore,1993-01-02,1993-01-08,86,Billboard Hot 100
