song,artist,start_date,end_date,rank,ranking_list
Upside Down,Diana Ross,1980-09-27,1980-10-03,1,Billboard Hot 100
All Out Of Love,Air Supply,1980-09-27,1980-10-03,2,Billboard Hot 100
Another One Bites The Dust,Queen,1980-09-27,1980-10-03,3,Billboard Hot 100
Give Me The Night,George Benson,1980-09-27,1980-10-03,4,Billboard Hot 100
Lookin' For Love,Johnny Lee,1980-09-27,1980-10-03,5,Billboard Hot 100
Late In The Evening,Paul Simon,1980-09-27,1980-10-03,6,Billboard Hot 100
Drivin' My Life Away,Eddie Rabbitt,1980-09-27,1980-10-03,7,Billboard Hot 100
Fame,Irene Cara,1980-09-27,1980-10-03,8,Billboard Hot 100
One In A Million You,Larry Graham,1980-09-27,1980-10-03,9,Billboard Hot 100
I'm Alright,Kenny Loggins,1980-09-27,1980-10-03,10,Billboard Hot 100
Xanadu,Olivia Newton-John And The Electric Light Orchestra,1980-09-27,1980-10-03,11,Billboard Hot 100
Woman In Love,Barbra Streisand,1980-09-27,1980-10-03,12,Billboard Hot 100
You're The Only Woman (You & I),Ambrosia,1980-09-27,1980-10-03,13,Billboard Hot 100
You'll Accomp'ny Me,Bob Seger,1980-09-27,1980-10-03,14,Billboard Hot 100
All Over The World,Electric Light Orchestra,1980-09-27,1980-10-03,15,Billboard Hot 100
Real Love,The Doobie Brothers,1980-09-27,1980-10-03,16,Billboard Hot 100
Hot Rod Hearts,Robbie Dupree,1980-09-27,1980-10-03,17,Billboard Hot 100
He's So Shy,The Pointer Sisters,1980-09-27,1980-10-03,18,Billboard Hot 100
Don't Ask Me Why,Billy Joel,1980-09-27,1980-10-03,19,Billboard Hot 100
Never Knew Love Like This Before,Stephanie Mills,1980-09-27,1980-10-03,20,Billboard Hot 100
Someone That I Used To Love,Natalie Cole,1980-09-27,1980-10-03,21,Billboard Hot 100
Jesse,Carly Simon,1980-09-27,1980-10-03,22,Billboard Hot 100
Look What You've Done To Me,Boz Scaggs,1980-09-27,1980-10-03,23,Billboard Hot 100
Emotional Rescue,The Rolling Stones,1980-09-27,1980-10-03,24,Billboard Hot 100
No Night So Long,Dionne Warwick,1980-09-27,1980-10-03,25,Billboard Hot 100
Sailing,Christopher Cross,1980-09-27,1980-10-03,26,Billboard Hot 100
Magic,Olivia Newton-John,1980-09-27,1980-10-03,27,Billboard Hot 100
How Do I Survive,Amy Holland,1980-09-27,1980-10-03,28,Billboard Hot 100
Into The Night,Benny Mardones,1980-09-27,1980-10-03,29,Billboard Hot 100
The Wanderer,Donna Summer,1980-09-27,1980-10-03,30,Billboard Hot 100
Midnight Rocks,Al Stewart,1980-09-27,1980-10-03,31,Billboard Hot 100
Dreaming,Cliff Richard,1980-09-27,1980-10-03,32,Billboard Hot 100
Who'll Be The Fool Tonight,Larsen-Feiten Band,1980-09-27,1980-10-03,33,Billboard Hot 100
Take Your Time (Do It Right) Part 1,The S.O.S. Band,1980-09-27,1980-10-03,34,Billboard Hot 100
On The Road Again,Willie Nelson,1980-09-27,1980-10-03,35,Billboard Hot 100
Boulevard,Jackson Browne,1980-09-27,1980-10-03,36,Billboard Hot 100
It's Still Rock And Roll To Me,Billy Joel,1980-09-27,1980-10-03,37,Billboard Hot 100
The Legend Of Wooley Swamp,The Charlie Daniels Band,1980-09-27,1980-10-03,38,Billboard Hot 100
(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,1980-09-27,1980-10-03,39,Billboard Hot 100
Out Here On My Own,Irene Cara,1980-09-27,1980-10-03,40,Billboard Hot 100
Red Light,Linda Clifford,1980-09-27,1980-10-03,41,Billboard Hot 100
I'm Almost Ready,Pure Prairie League,1980-09-27,1980-10-03,42,Billboard Hot 100
Whip It,Devo,1980-09-27,1980-10-03,43,Billboard Hot 100
I'm Coming Out,Diana Ross,1980-09-27,1980-10-03,44,Billboard Hot 100
Let Me Be Your Angel,Stacy Lattisaw,1980-09-27,1980-10-03,45,Billboard Hot 100
Dreamer,Supertramp,1980-09-27,1980-10-03,46,Billboard Hot 100
My Prayer,"Ray, Goodman & Brown",1980-09-27,1980-10-03,47,Billboard Hot 100
Games Without Frontiers,Peter Gabriel,1980-09-27,1980-10-03,48,Billboard Hot 100
Walk Away,Donna Summer,1980-09-27,1980-10-03,49,Billboard Hot 100
Touch And Go,The Cars,1980-09-27,1980-10-03,50,Billboard Hot 100
Let My Love Open The Door,Pete Townshend,1980-09-27,1980-10-03,51,Billboard Hot 100
Can't We Try,Teddy Pendergrass,1980-09-27,1980-10-03,52,Billboard Hot 100
Could I Have This Dance,Anne Murray,1980-09-27,1980-10-03,53,Billboard Hot 100
I Got You,Split Enz,1980-09-27,1980-10-03,54,Billboard Hot 100
Good Morning Girl/stay Awhile,Journey,1980-09-27,1980-10-03,55,Billboard Hot 100
Thunder And Lightning,Chicago,1980-09-27,1980-10-03,56,Billboard Hot 100
"Girl, Don't Let It Get You Down",The O'Jays,1980-09-27,1980-10-03,57,Billboard Hot 100
Switchin' To Glide/This Beat Goes On,The Kings,1980-09-27,1980-10-03,58,Billboard Hot 100
Without Your Love,Roger Daltrey,1980-09-27,1980-10-03,59,Billboard Hot 100
Turn It On Again,Genesis,1980-09-27,1980-10-03,60,Billboard Hot 100
You Shook Me All Night Long,AC/DC,1980-09-27,1980-10-03,61,Billboard Hot 100
Master Blaster (Jammin'),Stevie Wonder,1980-09-27,1980-10-03,62,Billboard Hot 100
My Guy/My Girl,Amii Stewart & Johnny Bristol,1980-09-27,1980-10-03,63,Billboard Hot 100
Let Me Talk,"Earth, Wind & Fire",1980-09-27,1980-10-03,64,Billboard Hot 100
Live Every Minute,Ali Thomson,1980-09-27,1980-10-03,65,Billboard Hot 100
Angeline,The Allman Brothers Band,1980-09-27,1980-10-03,66,Billboard Hot 100
That Girl Could Sing,Jackson Browne,1980-09-27,1980-10-03,67,Billboard Hot 100
You've Lost That Lovin' Feeling,Daryl Hall John Oates,1980-09-27,1980-10-03,68,Billboard Hot 100
You're Supposed To Keep Your Love For Me,Jermaine Jackson,1980-09-27,1980-10-03,69,Billboard Hot 100
If You Should Sail,Nielsen/Pearson,1980-09-27,1980-10-03,70,Billboard Hot 100
Lovely One,The Jacksons,1980-09-27,1980-10-03,71,Billboard Hot 100
She's So Cold,The Rolling Stones,1980-09-27,1980-10-03,72,Billboard Hot 100
How Does It Feel To Be Back,Daryl Hall John Oates,1980-09-27,1980-10-03,73,Billboard Hot 100
Heroes,Commodores,1980-09-27,1980-10-03,74,Billboard Hot 100
Why Not Me,Fred Knoblock,1980-09-27,1980-10-03,75,Billboard Hot 100
More Love,Kim Carnes,1980-09-27,1980-10-03,76,Billboard Hot 100
Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,1980-09-27,1980-10-03,77,Billboard Hot 100
Running Back,Eddie Money,1980-09-27,1980-10-03,78,Billboard Hot 100
Old-Fashion Love,Commodores,1980-09-27,1980-10-03,79,Billboard Hot 100
Hold On,Kansas,1980-09-27,1980-10-03,80,Billboard Hot 100
Lola,The Kinks,1980-09-27,1980-10-03,81,Billboard Hot 100
More Than I Can Say,Leo Sayer,1980-09-27,1980-10-03,82,Billboard Hot 100
First Time Love,Livingston Taylor,1980-09-27,1980-10-03,83,Billboard Hot 100
This Time,John Cougar,1980-09-27,1980-10-03,84,Billboard Hot 100
Hey There Lonely Girl,Robert John,1980-09-27,1980-10-03,85,Billboard Hot 100
Turning Japanese,The Vapors,1980-09-27,1980-10-03,86,Billboard Hot 100
The Breaks (Part 1),Kurtis Blow,1980-09-27,1980-10-03,87,Billboard Hot 100
I've Just Begun To Love You,Dynasty,1980-09-27,1980-10-03,88,Billboard Hot 100
I'm Happy That Love Has Found You,Jimmy Hall,1980-09-27,1980-10-03,89,Billboard Hot 100
Case Of You,Frank Stallone,1980-09-27,1980-10-03,90,Billboard Hot 100
Rebels Are We,Chic,1980-09-27,1980-10-03,91,Billboard Hot 100
I Believe In You,Don Williams,1980-09-27,1980-10-03,92,Billboard Hot 100
Shining Star,The Manhattans,1980-09-27,1980-10-03,93,Billboard Hot 100
JoJo,Boz Scaggs,1980-09-27,1980-10-03,94,Billboard Hot 100
You Better Run,Pat Benatar,1980-09-27,1980-10-03,95,Billboard Hot 100
Take A Little Rhythm,Ali Thomson,1980-09-27,1980-10-03,96,Billboard Hot 100
Leaving L.A.,Deliverance,1980-09-27,1980-10-03,97,Billboard Hot 100
The Part Of Me That Needs You Most,Jay Black,1980-09-27,1980-10-03,98,Billboard Hot 100
